"transaction_id","timestamp","sender_account","receiver_account","amount","transaction_type","merchant_category","location","device_used","is_fraud","fraud_type","time_since_last_transaction","spending_deviation_score","velocity_score","geo_anomaly_score","payment_channel","ip_address","device_hash"
"T104460","2023-07-06T13:28:19.384595","ACC838186","ACC159790",0.01,"withdrawal","retail","Berlin","web","False","",NA,1.01,15,0.95,"UPI","196.34.245.120","D3515171"
"T104461","2023-08-31T03:51:01.613960","ACC491193","ACC797712",599.8,"deposit","travel","Toronto","atm","False","",NA,-1.36,8,0.16,"UPI","74.94.124.69","D7741381"
"T104462","2023-11-19T20:10:28.452189","ACC575488","ACC476341",16.96,"transfer","entertainment","Dubai","web","False","",NA,2.01,19,0.83,"ACH","40.69.139.76","D4494274"
"T104463","2023-04-24T17:13:33.107759","ACC785866","ACC751080",1711.06,"deposit","online","London","atm","False","",NA,0.8,13,0.7,"wire_transfer","247.73.224.179","D9045915"
"T104464","2023-03-14T00:47:00.210030","ACC841539","ACC850493",136.37,"withdrawal","grocery","Sydney","pos","False","",NA,0.88,8,0.21,"UPI","24.78.62.124","D8423155"
"T104465","2023-01-16T03:38:58.015344","ACC322692","ACC966512",218.03,"withdrawal","other","Sydney","mobile","False","",NA,0.48,4,0.44,"ACH","147.244.137.123","D5367420"
"T104466","2023-02-02T00:32:25.101995","ACC215710","ACC898376",42.48,"transfer","other","Dubai","atm","False","",NA,-0.25,4,0.51,"card","133.174.71.44","D6080895"
"T104467","2023-02-12T19:02:10.040921","ACC598395","ACC528036",196,"withdrawal","online","London","mobile","False","",NA,0.25,10,0.92,"wire_transfer","114.31.99.73","D7017684"
"T104468","2023-03-23T10:04:42.505536","ACC446037","ACC718624",34,"transfer","utilities","Singapore","web","False","",NA,0.34,11,0.82,"card","8.1.213.150","D3348925"
"T104469","2023-01-02T00:35:40.051930","ACC993767","ACC249043",47.12,"transfer","other","Berlin","pos","False","",NA,-2.83,2,0.45,"UPI","44.21.199.11","D2673089"
"T104470","2023-09-29T08:18:02.999329","ACC837397","ACC343903",484.6,"deposit","utilities","Tokyo","web","False","",NA,0.59,12,0.71,"ACH","114.101.252.132","D6345735"
"T104471","2023-03-18T09:00:06.448269","ACC835799","ACC987600",12.8,"transfer","online","New York","web","False","",NA,-0.03,16,0.7,"UPI","51.88.41.202","D4699198"
"T104472","2023-12-19T12:24:55.608666","ACC363086","ACC429521",65.93,"payment","entertainment","Tokyo","web","False","",NA,0.95,18,0.82,"UPI","111.218.25.194","D1909513"
"T104473","2023-10-19T02:07:51.190996","ACC299501","ACC708712",895.36,"deposit","retail","Toronto","mobile","False","",NA,1.2,1,0.74,"wire_transfer","35.30.39.211","D7213689"
"T104474","2023-03-15T10:34:15.699704","ACC702947","ACC839947",35.28,"transfer","travel","Toronto","web","False","",NA,1.28,18,0.23,"ACH","190.121.139.77","D5615682"
"T104475","2023-08-22T19:39:51.353478","ACC109423","ACC838625",469.31,"deposit","restaurant","Tokyo","mobile","False","",NA,0.53,14,0.26,"card","209.62.160.228","D8661719"
"T104476","2023-10-18T14:11:31.592373","ACC321960","ACC995840",226.56,"withdrawal","grocery","Dubai","pos","False","",NA,-0.48,17,0.92,"wire_transfer","221.102.210.5","D2733395"
"T104477","2023-03-09T23:26:32.414602","ACC495511","ACC697837",404.17,"withdrawal","retail","New York","atm","False","",NA,-0.37,15,0.4,"wire_transfer","86.147.139.157","D3381263"
"T104478","2023-09-29T00:36:11.352654","ACC981167","ACC666362",499.64,"deposit","utilities","Tokyo","atm","False","",NA,0.51,13,0.79,"wire_transfer","33.247.93.224","D3637735"
"T104479","2023-08-10T06:27:13.780105","ACC217911","ACC350758",21.02,"payment","retail","Dubai","pos","False","",NA,0.29,6,0.99,"card","205.117.37.210","D6966725"
"T104480","2023-11-05T13:32:03.916458","ACC846492","ACC289412",33.85,"transfer","retail","Sydney","mobile","False","",NA,-0.81,16,0.42,"ACH","249.58.102.255","D9008571"
"T104481","2023-06-26T02:45:02.704498","ACC327080","ACC645009",120.85,"payment","grocery","New York","atm","False","",NA,1.98,1,0.27,"UPI","77.22.216.206","D5984829"
"T104482","2023-06-30T20:05:06.064654","ACC538917","ACC297726",6.83,"transfer","grocery","Berlin","mobile","False","",NA,0.15,20,0.3,"card","166.124.165.128","D4325646"
"T104483","2023-02-15T01:14:32.317960","ACC949799","ACC113422",21.93,"transfer","retail","Tokyo","web","False","",NA,-0.51,14,0.86,"card","191.113.88.92","D5609494"
"T104484","2023-01-04T20:18:20.480862","ACC980133","ACC408995",1071.61,"deposit","other","Sydney","web","False","",NA,-0.04,5,0.88,"ACH","74.164.68.255","D5635439"
"T104485","2023-04-23T12:08:08.280681","ACC247025","ACC697080",1448.92,"deposit","utilities","Berlin","web","False","",NA,0.41,16,0.42,"ACH","10.105.92.63","D2735561"
"T104486","2023-12-27T18:06:27.149575","ACC938709","ACC442724",1055.41,"deposit","online","Sydney","web","False","",NA,0.41,5,0.61,"wire_transfer","217.206.120.57","D9671043"
"T104487","2023-09-07T13:59:47.432899","ACC633193","ACC356610",1074.32,"deposit","other","Dubai","mobile","False","",NA,-1.59,13,0.2,"wire_transfer","161.11.254.242","D4902636"
"T104488","2023-12-16T20:55:31.613160","ACC674141","ACC962862",15.9,"transfer","utilities","Singapore","pos","False","",NA,0.06,9,0.64,"wire_transfer","161.124.98.86","D5459681"
"T104489","2023-09-06T22:16:36.520226","ACC359781","ACC306687",12.19,"transfer","retail","Dubai","atm","False","",NA,0.93,8,0.22,"wire_transfer","10.82.165.136","D9371903"
"T104490","2023-10-01T19:47:04.298055","ACC284581","ACC596330",1506.04,"deposit","online","Dubai","atm","False","",NA,-2.87,14,0.81,"wire_transfer","192.87.203.182","D6301790"
"T104491","2023-02-10T19:52:59.829048","ACC903866","ACC155359",1033.4,"deposit","travel","Berlin","pos","False","",NA,-0.97,13,0.99,"card","115.254.6.164","D6650756"
"T104492","2023-04-23T21:26:26.738028","ACC845283","ACC453160",773.67,"deposit","restaurant","Sydney","mobile","False","",NA,0.32,18,0.42,"wire_transfer","156.161.10.156","D3096353"
"T104493","2023-03-24T20:51:52.256292","ACC681968","ACC278393",0.01,"withdrawal","restaurant","London","atm","False","",NA,0.63,3,0.64,"card","55.62.12.176","D1582815"
"T104494","2023-09-01T08:09:09.836645","ACC422937","ACC868833",250.08,"withdrawal","travel","Dubai","atm","False","",NA,-1.59,2,0.65,"wire_transfer","55.17.203.115","D6561896"
"T104495","2023-05-11T21:10:24.708507","ACC614623","ACC920036",568.52,"withdrawal","online","Berlin","atm","False","",NA,-0.04,12,0.32,"wire_transfer","190.81.148.252","D8007435"
"T104496","2023-07-24T07:07:45.753369","ACC853849","ACC984346",21,"transfer","grocery","Toronto","pos","False","",NA,0.57,4,0.69,"ACH","196.11.11.71","D8178695"
"T104497","2023-07-10T02:07:44.117522","ACC713307","ACC557554",48.15,"payment","other","Singapore","pos","False","",NA,0.77,19,0.18,"card","67.238.205.126","D8374042"
"T104498","2023-06-13T09:31:04.610306","ACC973389","ACC478830",108.23,"payment","grocery","Berlin","mobile","False","",NA,1.66,15,0.88,"ACH","46.204.84.183","D4402904"
"T104499","2023-05-03T13:06:53.137209","ACC736178","ACC960956",382.7,"withdrawal","online","Tokyo","mobile","False","",NA,-2.25,19,0.2,"UPI","239.174.127.232","D3199725"
"T104500","2023-06-24T16:08:50.335813","ACC327183","ACC181563",9.05,"transfer","online","Tokyo","mobile","False","",NA,0.61,17,0.57,"UPI","128.243.238.172","D6023963"
"T104501","2023-08-21T08:55:47.682214","ACC565542","ACC713795",13.37,"transfer","restaurant","Berlin","web","False","",NA,0.3,3,0.1,"wire_transfer","111.208.153.208","D4037644"
"T104502","2023-08-25T18:51:03.830537","ACC439966","ACC151382",74.14,"payment","online","Singapore","web","False","",NA,-1.35,9,0.46,"card","2.174.189.8","D4752908"
"T104503","2023-06-23T15:43:52.876454","ACC230083","ACC871910",215.03,"payment","retail","Toronto","atm","False","",NA,1.02,2,0.28,"UPI","245.228.32.67","D4895114"
"T104504","2023-06-26T00:25:18.695297","ACC284940","ACC682895",85.02,"payment","utilities","Toronto","pos","False","",NA,0.6,14,0.25,"UPI","211.177.108.31","D6246830"
"T104505","2023-04-14T17:00:50.731138","ACC620797","ACC822948",13.07,"payment","grocery","London","pos","False","",NA,-1.05,16,0.28,"UPI","142.201.60.172","D2729764"
"T104506","2023-08-29T10:36:22.315812","ACC114888","ACC118209",1340.89,"deposit","grocery","Sydney","web","False","",NA,-0.06,11,0.72,"wire_transfer","54.0.24.213","D8904921"
"T104507","2023-01-14T03:42:25.461071","ACC568219","ACC757810",62.38,"payment","retail","Berlin","atm","False","",NA,-0.72,8,0.02,"wire_transfer","234.96.143.44","D7033815"
"T104508","2023-02-26T21:47:01.879892","ACC893696","ACC796092",426.71,"withdrawal","travel","Tokyo","mobile","False","",NA,0.11,10,0.24,"ACH","28.61.28.251","D6902094"
"T104509","2023-10-09T21:09:23.674987","ACC411725","ACC212012",424,"withdrawal","online","New York","mobile","False","",NA,0.33,14,0.63,"ACH","224.136.175.197","D2235083"
"T104510","2023-10-29T06:37:42.162147","ACC766113","ACC791962",11.27,"transfer","entertainment","New York","pos","False","",NA,0.55,18,0.46,"ACH","66.15.82.73","D6850152"
"T104511","2023-12-23T16:01:56.410334","ACC464616","ACC933832",21.51,"transfer","entertainment","Tokyo","mobile","False","",NA,-0.63,7,0.81,"wire_transfer","146.31.119.4","D3920372"
"T104512","2023-12-15T06:21:55.555138","ACC460826","ACC588695",1117.58,"deposit","online","London","atm","False","",NA,-0.48,20,0.02,"wire_transfer","147.155.54.187","D1624938"
"T104513","2023-06-12T05:19:35.289415","ACC317495","ACC627357",11.51,"withdrawal","restaurant","London","atm","False","",NA,0.31,8,0.36,"UPI","236.204.188.141","D6415515"
"T104514","2023-11-21T14:01:40.676019","ACC862548","ACC580358",39.54,"payment","entertainment","New York","pos","False","",NA,-0.6,17,0.88,"ACH","248.108.233.8","D4104232"
"T104515","2023-02-10T10:13:18.522170","ACC600629","ACC511112",1096.06,"deposit","other","Sydney","web","False","",NA,-2.17,14,0.3,"ACH","42.246.81.94","D7040804"
"T104516","2023-05-13T15:59:20.655498","ACC466586","ACC680371",28.7,"transfer","retail","London","web","False","",NA,-0.11,4,0.06,"card","193.125.20.6","D2713899"
"T104517","2023-08-08T16:40:07.943675","ACC569978","ACC853886",767.39,"withdrawal","grocery","Berlin","atm","False","",NA,-0.09,7,0.6,"card","216.0.231.243","D2101111"
"T104518","2023-11-27T17:57:50.535086","ACC284552","ACC950594",76.5,"payment","retail","Berlin","atm","False","",NA,0.91,17,0.74,"wire_transfer","22.87.128.129","D7707353"
"T104519","2023-09-03T09:01:11.198183","ACC398075","ACC758455",318.2,"withdrawal","other","Sydney","web","False","",NA,0.33,11,0.49,"ACH","113.4.158.67","D2749672"
"T104520","2023-04-11T10:18:01.624984","ACC632859","ACC268005",381.49,"withdrawal","utilities","Tokyo","mobile","False","",NA,-0.05,19,0.22,"ACH","196.83.69.203","D8821572"
"T104521","2023-12-19T15:46:01.112843","ACC460198","ACC540460",1124.25,"deposit","travel","Sydney","web","False","",NA,-0.27,4,0.28,"UPI","167.198.70.229","D3512614"
"T104522","2023-04-01T15:18:55.996262","ACC319531","ACC174195",15.25,"transfer","grocery","Sydney","pos","False","",NA,-0.37,11,0.39,"card","145.250.50.220","D9842756"
"T104523","2023-01-22T22:54:58.070067","ACC579901","ACC190266",325.12,"deposit","online","Dubai","atm","False","",NA,1.16,2,0.4,"wire_transfer","13.26.74.101","D7205661"
"T104524","2023-05-28T09:10:52.187635","ACC918524","ACC187385",9.69,"transfer","retail","Singapore","pos","False","",NA,1.06,3,0.71,"card","11.162.157.125","D6551924"
"T104525","2023-09-29T08:45:50.529778","ACC300560","ACC563926",376.58,"deposit","utilities","Sydney","pos","False","",NA,-1.66,5,0.61,"ACH","30.21.225.228","D7233301"
"T104526","2023-11-22T11:39:02.583401","ACC914258","ACC439208",1691.18,"deposit","entertainment","Tokyo","mobile","False","",NA,-1.74,19,0.84,"UPI","29.116.120.133","D9237573"
"T104527","2023-12-20T07:50:54.121437","ACC551352","ACC256261",81.56,"payment","grocery","Dubai","mobile","False","",NA,0.77,4,0.33,"UPI","26.34.210.11","D6662547"
"T104528","2023-01-06T03:02:13.183831","ACC135866","ACC957590",1197.95,"deposit","other","Dubai","mobile","False","",NA,-0.63,1,0.69,"card","220.231.10.118","D6053398"
"T104529","2023-12-17T17:44:03.251713","ACC121531","ACC135761",238.86,"withdrawal","online","Berlin","pos","False","",NA,-1.86,14,0.79,"wire_transfer","192.77.69.177","D1725512"
"T104530","2023-08-23T13:02:07.657966","ACC579473","ACC556543",239.24,"withdrawal","travel","Berlin","web","False","",NA,-0.15,13,0.51,"wire_transfer","130.226.31.226","D2108127"
"T104531","2023-08-04T12:17:27.160097","ACC479081","ACC606851",34,"transfer","travel","London","pos","False","",NA,-0.07,9,0.3,"card","12.98.146.91","D8654568"
"T104532","2023-04-28T08:12:19.618410","ACC524279","ACC563610",229.72,"withdrawal","travel","London","mobile","False","",NA,-0.96,6,0.44,"card","46.67.212.38","D6769204"
"T104533","2023-04-12T21:53:03.409642","ACC638169","ACC789832",7.95,"transfer","online","London","mobile","False","",NA,0.21,19,0.88,"ACH","152.62.29.30","D5066531"
"T104534","2023-03-12T16:19:07.964164","ACC456740","ACC320306",121.47,"withdrawal","travel","Singapore","atm","False","",NA,0.66,19,0.5,"ACH","43.184.244.46","D4328084"
"T104535","2023-05-23T03:13:01.410737","ACC565297","ACC798356",60.43,"transfer","utilities","Singapore","web","False","",NA,0.84,13,0.89,"card","195.68.133.38","D9257645"
"T104536","2023-10-24T22:08:47.917848","ACC987025","ACC295101",37.23,"payment","travel","Berlin","mobile","False","",NA,-0.7,6,0.33,"card","149.108.142.94","D2569824"
"T104537","2023-11-11T15:32:54.092967","ACC267867","ACC199340",155.63,"withdrawal","entertainment","London","atm","False","",NA,-1.5,10,0.88,"wire_transfer","239.22.163.144","D5166452"
"T104538","2023-03-18T11:25:59.026808","ACC261318","ACC436264",24.7,"transfer","grocery","Berlin","web","False","",NA,-0.18,20,0.18,"wire_transfer","30.238.56.12","D6541962"
"T104539","2023-09-22T04:57:32.838061","ACC979297","ACC674913",31.95,"transfer","retail","London","pos","False","",NA,0.67,6,0.24,"UPI","109.205.125.190","D2675274"
"T104540","2023-09-27T08:13:57.965651","ACC586597","ACC327537",33.39,"transfer","travel","Toronto","web","False","",NA,-0.65,16,0.89,"wire_transfer","146.36.176.147","D1101523"
"T104541","2023-11-22T01:15:52.297244","ACC539253","ACC200165",26.01,"payment","grocery","Toronto","atm","False","",NA,-0.68,7,0.79,"UPI","19.61.248.49","D6471468"
"T104542","2023-02-02T16:58:18.107936","ACC105530","ACC515276",491.08,"withdrawal","grocery","New York","pos","False","",NA,0.66,19,0.95,"card","84.193.76.116","D7497624"
"T104543","2023-02-10T07:48:38.174926","ACC483568","ACC560417",23.11,"payment","other","Dubai","atm","False","",NA,1.28,7,0.47,"ACH","161.18.231.15","D6160690"
"T104544","2023-06-18T15:43:42.377218","ACC264160","ACC306645",1487.26,"deposit","utilities","Berlin","atm","False","",NA,0.57,19,0.01,"card","25.52.59.83","D5470306"
"T104545","2023-08-13T15:01:34.645542","ACC211344","ACC760559",22.41,"transfer","entertainment","Tokyo","mobile","False","",NA,0.44,3,0.75,"ACH","189.38.52.22","D1004604"
"T104546","2023-09-14T11:33:39.506747","ACC692932","ACC460243",1863.52,"deposit","online","Dubai","atm","False","",NA,-1.03,9,0.87,"ACH","12.50.154.179","D3162978"
"T104547","2023-11-22T19:47:50.861995","ACC511430","ACC111782",307.29,"payment","entertainment","London","pos","False","",NA,1.58,9,0.49,"wire_transfer","8.246.128.170","D3902367"
"T104548","2023-02-21T11:15:13.442119","ACC748829","ACC376801",30.81,"payment","online","Berlin","mobile","False","",NA,1.07,19,0.29,"UPI","214.166.237.13","D2224278"
"T104549","2023-05-08T21:56:48.554005","ACC464978","ACC154847",73.27,"payment","utilities","Toronto","atm","False","",NA,0.2,14,0.44,"card","170.113.13.141","D6106479"
"T104550","2023-04-26T03:44:03.156164","ACC915363","ACC461558",943.83,"deposit","online","Berlin","web","False","",NA,0.03,7,0.32,"wire_transfer","180.45.58.65","D8796417"
"T104551","2023-04-06T12:19:41.452089","ACC782166","ACC846231",1769.49,"deposit","online","Tokyo","pos","False","",NA,-0.68,6,0.91,"wire_transfer","12.173.218.211","D1115720"
"T104552","2023-05-03T11:26:19.262977","ACC691341","ACC698887",352.02,"withdrawal","entertainment","London","pos","False","",NA,-2.24,7,0.97,"wire_transfer","75.190.209.23","D3641118"
"T104553","2023-10-10T20:40:09.342923","ACC768730","ACC512664",304.25,"deposit","other","Dubai","mobile","False","",NA,1.6,17,0.56,"ACH","59.11.66.20","D9378883"
"T104554","2023-09-19T07:13:18.362966","ACC283717","ACC658505",449.3,"withdrawal","online","Toronto","mobile","False","",NA,-0.2,8,0.06,"card","10.161.233.81","D6315788"
"T104555","2023-07-11T08:16:08.820083","ACC293187","ACC119756",239.04,"payment","restaurant","Tokyo","mobile","False","",NA,-2.32,16,0.29,"UPI","199.24.92.181","D7824907"
"T104556","2023-11-23T21:30:12.396386","ACC969489","ACC633092",1509.35,"deposit","travel","Dubai","mobile","False","",NA,0.64,6,0.66,"UPI","189.190.252.236","D8980166"
"T104557","2023-04-08T16:36:56.491217","ACC882617","ACC997905",1053.54,"deposit","restaurant","Tokyo","web","False","",NA,0.87,3,0.97,"UPI","64.224.75.209","D1108766"
"T104558","2023-05-19T09:18:01.413048","ACC554712","ACC633957",188.78,"withdrawal","online","Singapore","web","False","",NA,0.36,20,0.46,"ACH","206.22.134.86","D9838389"
"T104559","2023-07-17T09:37:43.139717","ACC815134","ACC724913",506.18,"withdrawal","restaurant","Dubai","pos","False","",NA,-0.78,10,0.12,"ACH","183.147.63.186","D8930702"
"T104560","2023-01-26T20:39:45.046711","ACC278575","ACC523935",224.23,"payment","other","Tokyo","web","False","",NA,-1.76,12,0.33,"wire_transfer","172.33.134.220","D7056171"
"T104561","2023-08-11T01:56:20.686393","ACC340534","ACC168342",16.85,"transfer","utilities","New York","atm","False","",NA,0.16,6,0.1,"ACH","121.54.185.127","D1783887"
"T104562","2023-05-01T01:17:37.376745","ACC856755","ACC499071",8.57,"transfer","grocery","Berlin","web","False","",NA,-0.43,4,0.49,"card","88.186.42.218","D8822851"
"T104563","2023-09-30T22:01:35.235654","ACC531310","ACC496435",64.25,"payment","travel","Singapore","atm","False","",NA,0.22,10,0.86,"ACH","23.233.179.192","D2812872"
"T104564","2023-12-16T14:39:47.920660","ACC786444","ACC918612",107.12,"withdrawal","grocery","Singapore","atm","False","",NA,0.12,2,0.3,"wire_transfer","32.183.28.4","D8199045"
"T104565","2023-01-14T06:03:10.273557","ACC622858","ACC916672",77.04,"transfer","utilities","Dubai","web","False","",NA,-0.27,17,0.4,"wire_transfer","165.219.163.242","D4238434"
"T104566","2023-04-17T14:00:16.097915","ACC759323","ACC369266",102.24,"payment","utilities","Sydney","mobile","False","",NA,1.13,15,0.52,"ACH","14.117.97.26","D2466833"
"T104567","2023-04-13T04:39:13.498617","ACC630946","ACC257145",9.16,"payment","retail","Dubai","mobile","False","",NA,-0.14,17,0.17,"UPI","41.242.225.214","D5585884"
"T104568","2023-11-02T04:54:49.140665","ACC518699","ACC624088",1246.14,"deposit","restaurant","Singapore","atm","False","",NA,0.26,2,0.53,"ACH","4.18.32.77","D8018802"
"T104569","2023-12-10T21:42:27.528505","ACC518801","ACC294072",820.17,"deposit","travel","London","mobile","False","",NA,0,18,0.56,"UPI","2.20.27.157","D3738622"
"T104570","2023-04-01T07:36:36.150875","ACC871531","ACC768897",86.47,"payment","utilities","Sydney","atm","False","",NA,-0.1,9,0.77,"UPI","245.150.75.179","D3371745"
"T104571","2023-02-16T02:48:56.094218","ACC165637","ACC338779",10.39,"transfer","entertainment","New York","pos","False","",NA,0.25,9,0.95,"UPI","127.175.110.77","D7128925"
"T104572","2023-06-03T11:18:34.855217","ACC775707","ACC634418",778.32,"withdrawal","other","New York","mobile","False","",NA,-1.75,10,0.31,"wire_transfer","215.216.77.59","D5804259"
"T104573","2023-09-14T11:37:14.654445","ACC691120","ACC639580",18.8,"transfer","grocery","Singapore","mobile","False","",NA,0.52,19,0.69,"UPI","215.50.252.164","D7301305"
"T104574","2023-07-22T02:46:25.188699","ACC804542","ACC984347",37.86,"payment","travel","Sydney","mobile","False","",NA,-0.12,3,0.63,"wire_transfer","171.233.7.6","D5730589"
"T104575","2023-09-04T08:03:38.338014","ACC608717","ACC298823",172.77,"withdrawal","other","Toronto","mobile","False","",NA,0.22,6,0.53,"card","215.39.117.61","D9751348"
"T104576","2023-07-09T01:45:38.557316","ACC455607","ACC445336",63.92,"payment","retail","London","pos","False","",NA,0.35,20,0.62,"card","189.152.86.177","D5188105"
"T104577","2023-04-29T18:09:48.064096","ACC478697","ACC348513",8.57,"payment","retail","Sydney","web","False","",NA,0.24,13,0.36,"card","165.143.140.1","D1201747"
"T104578","2023-09-25T14:08:00.234956","ACC432390","ACC687007",424.35,"withdrawal","entertainment","London","atm","False","",NA,0.82,14,0.19,"wire_transfer","5.120.245.244","D3293820"
"T104579","2023-08-29T06:27:08.940778","ACC218974","ACC668094",226.37,"withdrawal","utilities","Toronto","web","False","",NA,-1.03,19,0.98,"wire_transfer","17.91.198.115","D8005383"
"T104580","2023-04-16T08:13:54.030200","ACC486038","ACC408912",33.59,"transfer","other","New York","pos","False","",NA,0.54,7,0.53,"wire_transfer","87.79.123.139","D1506476"
"T104581","2023-07-26T22:24:34.028395","ACC135038","ACC912408",5.62,"transfer","other","Sydney","web","False","",NA,-0.63,14,0.5,"ACH","76.81.225.180","D9714251"
"T104582","2023-12-06T21:36:11.372719","ACC649906","ACC146132",38.29,"payment","travel","New York","atm","False","",NA,-0.17,14,0.58,"card","80.112.104.192","D4637043"
"T104583","2023-04-08T09:32:33.963747","ACC609013","ACC278018",348.35,"withdrawal","online","Berlin","pos","False","",NA,-0.45,17,0.33,"ACH","147.37.54.132","D7248077"
"T104584","2023-06-28T10:31:03.814333","ACC854219","ACC581430",426.3,"withdrawal","online","New York","atm","False","",NA,-0.3,4,0.12,"card","91.150.236.38","D9844538"
"T104585","2023-09-29T07:33:58.157700","ACC188984","ACC948964",191.96,"deposit","retail","New York","web","False","",NA,-0.79,2,0.25,"card","68.243.166.50","D8781212"
"T104586","2023-08-21T12:36:38.668998","ACC511740","ACC332638",516.84,"withdrawal","grocery","Sydney","pos","False","",NA,-1.5,2,0.72,"ACH","21.75.155.188","D7019633"
"T104587","2023-09-25T17:41:01.764925","ACC945326","ACC628573",1001.13,"deposit","grocery","Dubai","mobile","False","",NA,0.77,6,0.84,"UPI","240.15.42.59","D4517091"
"T104588","2023-07-08T06:36:40.078215","ACC918214","ACC231244",175.17,"deposit","other","Tokyo","web","False","",NA,1.37,14,0.85,"UPI","139.128.252.147","D5066673"
"T104589","2023-02-02T00:11:31.659701","ACC307307","ACC240343",528.97,"withdrawal","retail","Dubai","web","False","",NA,0.02,18,0.03,"wire_transfer","82.233.145.111","D6635054"
"T104590","2023-11-03T11:57:51.428510","ACC481005","ACC503269",312.91,"withdrawal","entertainment","Singapore","atm","False","",NA,1.33,5,0.87,"ACH","26.169.8.83","D5801030"
"T104591","2023-01-21T22:58:07.328544","ACC971633","ACC105424",8.07,"transfer","retail","Berlin","atm","False","",NA,-1.07,2,0.2,"wire_transfer","231.119.190.6","D4014106"
"T104592","2023-11-20T11:35:17.360650","ACC502644","ACC916102",190.8,"withdrawal","restaurant","Tokyo","pos","False","",NA,-0.41,9,0.09,"card","69.91.231.16","D1923964"
"T104593","2023-02-22T08:49:45.187967","ACC550132","ACC886772",648.79,"deposit","utilities","Tokyo","web","False","",NA,0.07,7,0.59,"ACH","227.143.148.168","D2591536"
"T104594","2023-12-06T14:17:44.094707","ACC253572","ACC589820",139.42,"payment","retail","Singapore","pos","False","",NA,1.09,13,0.29,"UPI","65.1.232.19","D9283420"
"T104595","2023-06-28T20:05:28.630194","ACC777095","ACC488622",291.37,"withdrawal","utilities","Berlin","mobile","False","",NA,0.05,18,0.62,"ACH","161.59.45.220","D1046155"
"T104596","2023-05-07T21:12:22.931860","ACC309212","ACC178870",1199.31,"deposit","entertainment","Dubai","web","False","",NA,0.14,17,0.97,"wire_transfer","143.202.205.253","D6124926"
"T104597","2023-05-22T10:27:58.219546","ACC458718","ACC125277",52.57,"transfer","other","Toronto","mobile","False","",NA,-0.78,8,0.25,"wire_transfer","172.141.72.163","D1147943"
"T104598","2023-12-12T21:47:17.866534","ACC878048","ACC887305",1223.45,"deposit","travel","Toronto","atm","False","",NA,-1.79,12,0.86,"wire_transfer","4.151.216.189","D4616711"
"T104599","2023-04-04T14:32:17.084385","ACC457523","ACC414884",0.01,"withdrawal","entertainment","New York","web","False","",NA,0.58,14,0,"ACH","245.148.12.165","D8651593"
"T104600","2023-08-06T18:03:20.625027","ACC963780","ACC767287",153.85,"payment","utilities","Berlin","atm","False","",NA,1.18,20,0.45,"ACH","46.43.26.228","D8262883"
"T104601","2023-12-22T03:23:09.776376","ACC271474","ACC963335",5.9,"payment","online","Toronto","web","False","",NA,0.27,18,0.08,"wire_transfer","181.237.54.226","D3654779"
"T104602","2023-01-31T01:03:40.642989","ACC519658","ACC683964",776.55,"withdrawal","utilities","Toronto","atm","False","",NA,-0.22,19,0.25,"card","129.206.216.224","D4960295"
"T104603","2023-01-19T13:03:22.464152","ACC106834","ACC372564",756.29,"deposit","travel","Tokyo","pos","False","",NA,-0.41,16,0.7,"ACH","220.7.21.41","D3045000"
"T104604","2023-02-03T01:26:49.668813","ACC982525","ACC535636",584.92,"withdrawal","travel","London","mobile","False","",NA,-0.88,20,0.65,"wire_transfer","98.114.51.75","D5194982"
"T104605","2023-01-08T10:01:40.992661","ACC614960","ACC525600",35.03,"payment","online","Sydney","atm","False","",NA,-0.25,3,0.83,"UPI","54.13.58.153","D6369643"
"T104606","2023-03-04T05:28:59.351752","ACC564567","ACC788032",1015.61,"deposit","other","Berlin","mobile","False","",NA,0.86,3,0.19,"wire_transfer","227.165.3.97","D2220800"
"T104607","2023-08-22T08:05:49.585394","ACC530681","ACC849238",194.55,"deposit","other","Berlin","atm","False","",NA,2.08,20,0.62,"wire_transfer","62.244.244.226","D3626289"
"T104608","2023-11-12T13:45:54.747602","ACC500729","ACC402979",903.84,"deposit","travel","Dubai","web","False","",NA,-0.61,9,0.36,"wire_transfer","232.242.71.15","D9420083"
"T104609","2023-11-02T23:17:13.024150","ACC618991","ACC262369",14.39,"transfer","restaurant","Dubai","mobile","False","",NA,-0.26,18,0.6,"UPI","102.254.161.8","D2776375"
"T104610","2023-04-22T18:22:57.713929","ACC890425","ACC806279",575.35,"deposit","entertainment","Singapore","mobile","False","",NA,-0.64,13,0.35,"ACH","243.203.34.22","D7040764"
"T104611","2023-12-24T07:33:05.384701","ACC281496","ACC298751",21.93,"payment","restaurant","Sydney","web","False","",NA,0.48,10,0.47,"wire_transfer","28.60.163.88","D8232000"
"T104612","2023-10-26T10:35:07.805862","ACC614003","ACC411184",85.85,"payment","utilities","Toronto","web","False","",NA,-0.32,15,0.6,"UPI","206.204.165.41","D5753490"
"T104613","2023-04-21T10:39:53.932585","ACC117841","ACC998286",506.66,"withdrawal","entertainment","Berlin","mobile","False","",NA,-1.65,9,0.63,"ACH","57.130.81.250","D5436494"
"T104614","2023-02-17T16:23:14.840445","ACC444239","ACC629943",1445.78,"deposit","restaurant","Dubai","atm","False","",NA,-0.73,5,0.8,"wire_transfer","111.234.94.11","D5330717"
